1	915
2	916
3	916
3	917
3	918
3	919
3	920
4	925
4	926
4	927
4	928
5	929
5	930
6	931
7	936
7	937
8	941
8	942
9	943
10	744
10	754
10	944
10	945
10	946
10	947
10	948
11	949
11	950
11	951
12	232
13	953
13	958
13	959
14	975
14	976
15	977
16	979
16	980
17	243
17	981
18	243
18	981
19	985
20	986
21	987
22	954
22	988
22	989
22	990
22	991
23	987
23	992
23	993
23	994
23	995
24	988
24	990
24	996
24	997
24	998
25	1000
26	999
26	1005
27	1007
27	1008
28	1014
28	1015
29	149
29	1017
29	1018
29	1019
29	1020
29	1021
30	1024
31	1026
31	1028
31	1029
31	1030
32	1036
32	1037
33	1038
33	1039
33	1040
34	1044
34	1045
35	1047
35	1048
36	1051
36	1053
36	1054
37	1051
37	1055
38	1061
38	1062
39	956
39	1058
39	1064
39	1065
39	1066
39	1067
39	1068
39	1069
40	1070
40	1071
41	1073
41	1074
41	1075
42	1076
42	1077
42	1078
42	1079
42	1080
42	1081
42	1082
42	1083
42	1084
42	1085
42	1086
42	1087
42	1088
42	1089
42	1090
42	1091
42	1092
42	1093
42	1094
42	1095
43	1076
43	1077
43	1078
43	1079
43	1082
43	1083
43	1085
43	1086
43	1087
43	1088
43	1090
43	1091
43	1093
43	1096
43	1097
43	1098
43	1099
43	1100
44	1073
44	1074
44	1075
45	1106
46	1113
46	1114
46	1115
46	1116
47	1113
47	1114
47	1117
48	1105
48	1112
48	1118
48	1119
49	1105
49	1112
49	1118
49	1119
50	1121
51	1105
51	1123
52	1125
52	1126
52	1127
52	1128
53	1131
53	1132
53	1133
54	1134
54	1135
55	1141
55	1142
56	1155
57	445
57	1157
58	1158
59	1161
59	1162
60	1167
60	1169
61	1170
62	1097
62	1170
63	1171
63	1172
63	1173
63	1174
64	1171
64	1175
64	1176
64	1177
65	1179
65	1180
66	1179
66	1180
67	1184
68	1184
68	1187
68	1188
69	1184
69	1191
70	219
70	234
70	1192
71	1193
71	1194
72	1184
72	1188
73	1198
73	1199
74	445
74	1157
75	1090
75	1200
76	1202
76	1203
76	1204
77	1206
78	1212
78	1213
79	1212
79	1215
80	1217
80	1218
80	1219
81	1226
81	1227
81	1228
81	1229
82	1235
83	1215
83	1231
84	1237
85	1236
85	1238
86	1237
87	1236
87	1239
87	1240
87	1241
88	1242
88	1243
88	1244
89	1236
89	1245
89	1246
89	1247
90	1248
91	1252
91	1253
92	1255
92	1256
93	1257
94	165
94	1258
94	1259
95	1260
95	1261
96	1264
96	1265
97	1111
98	1111
99	999
99	1270
100	1111
100	1271
101	1111
101	1277
102	1111
102	1279
103	927
103	1280
104	234
104	1111
104	1285
105	1286
106	1286
106	1288
106	1289
106	1290
107	951
107	1286
107	1291
108	1263
108	1293
108	1294
109	127
109	1295
110	386
110	1241
110	1296
111	1297
111	1298
112	1299
112	1300
113	1297
113	1301
113	1302
114	1308
115	1310
116	1310
116	1311
117	1310
117	1311
118	1065
118	1310
118	1311
119	1312
119	1313
120	1317
121	1273
121	1318
122	1273
122	1318
122	1319
122	1320
123	294
123	582
123	1273
124	942
124	1273
125	1322
125	1323
126	1324
127	1328
127	1329
128	1304
128	1305
128	1330
128	1331
128	1332
128	1333
128	1334
128	1335
128	1336
128	1337
128	1338
129	1286
129	1326
129	1339
130	1304
130	1305
130	1332
131	294
131	1342
131	1343
132	1011
132	1348
132	1349
133	1111
133	1351
134	1111
134	1351
135	1352
136	1353
137	1353
138	330
138	1353
138	1354
139	1355
139	1356
139	1357
139	1358
140	1362
141	1368
142	1371
142	1372
143	1373
143	1374
143	1375
144	1321
144	1376
144	1377
145	1186
145	1378
145	1379
145	1380
146	930
146	1382
146	1383
146	1384
147	1228
148	962
148	964
148	1388
148	1389
148	1390
149	1391
149	1392
149	1393
150	1400
151	1409
152	1409
153	1409
154	206
154	1243
154	1410
155	947
155	1243
156	1412
156	1413
157	744
157	754
157	945
157	946
157	947
158	1414
159	1418
160	1418
161	1152
161	1420
162	1422
163	1422
164	1313
164	1422
165	1424
165	1425
166	1426
167	1267
167	1431
167	1432
168	1433
169	1123
169	1442
170	1452
170	1453
171	1454
172	1454
173	1454
173	1455
174	1454
174	1456
175	1454
175	1457
176	1454
176	1458
176	1459
176	1460
